UUID        = 580c007b-2513-44e2-b0e3-073272ff6917
ScanDate    = 20180913_092406
LogVersion  = EJA_1
LogDataType = ACQUISITION_INFO
NumSlices   = 64
NumVolumes  = 300
NumEchoes   = 3

VOLUME   SLICE   ACQ_START_TICS  ACQ_FINISH_TICS  ECHO
   171      55         13685438         13685446     1
   171       7         13685447         13685455     2
   171      23         13685447         13685455     2
   171      39         13685447         13685455     2
   171      55         13685447         13685455     2
   171      14         13685465         13685473     0
   171      30         13685465         13685473     0
   171      46         13685465         13685473     0
   171      62         13685465         13685473     0
   171      14         13685474         13685482     1
   171      30         13685474         13685482     1
   171      46         13685474         13685482     1
   171      62         13685474         13685482     1
   171      14         13685483         13685491     2
   171      30         13685483         13685491     2
   171      46         13685483         13685491     2
   171      62         13685483         13685491     2
   171       5         13685501         13685509     0
   171      21         13685501         13685509     0
   171      37         13685501         13685509     0
   171      53         13685501         13685509     0
   171       5         13685510         13685518     1
   171      21         13685510         13685518     1
   171      37         13685510         13685518     1
   171      53         13685510         13685518     1
   171       5         13685519         13685527     2
   171      21         13685519         13685527     2
   171      37         13685519         13685527     2
   171      53         13685519         13685527     2
   171      12         13685537         13685545     0
   171      28         13685537         13685545     0
   171      44         13685537         13685545     0
   171      60         13685537         13685545     0
   171      12         13685546         13685554     1
   171      28         13685546         13685554     1
   171      44         13685546         13685554     1
   171      60         13685546         13685554     1
   171      12         13685555         13685563     2
   171      28         13685555         13685563     2
   171      44         13685555         13685563     2
   171      60         13685555         13685563     2
   171       3         13685573         13685581     0
   171      19         13685573         13685581     0
   171      35         13685573         13685581     0
   171      51         13685573         13685581     0
   171       3         13685582         13685590     1
   171      19         13685582         13685590     1
   171      35         13685582         13685590     1
   171      51         13685582         13685590     1
   171       3         13685591         13685599     2
   171      19         13685591         13685599     2
   171      35         13685591         13685599     2
   171      51         13685591         13685599     2
   171      10         13685609         13685617     0
   171      26         13685609         13685617     0
   171      42         13685609         13685617     0
   171      58         13685609         13685617     0
   171      10         13685618         13685626     1
   171      26         13685618         13685626     1
   171      42         13685618         13685626     1
   171      58         13685618         13685626     1
   171      10         13685627         13685635     2
   171      26         13685627         13685635     2
   171      42         13685627         13685635     2
   171      58         13685627         13685635     2
   171       1         13685645         13685653     0
   171      17         13685645         13685653     0
   171      33         13685645         13685653     0
   171      49         13685645         13685653     0
   171       1         13685654         13685662     1
   171      17         13685654         13685662     1
   171      33         13685654         13685662     1
   171      49         13685654         13685662     1
   171       1         13685663         13685671     2
   171      17         13685663         13685671     2
   171      33         13685663         13685671     2
   171      49         13685663         13685671     2
   171       8         13685681         13685690     0
   171      24         13685681         13685690     0
   171      40         13685681         13685690     0
   171      56         13685681         13685690     0
   171       8         13685690         13685698     1
   171      24         13685690         13685698     1
   171      40         13685690         13685698     1
   171      56         13685690         13685698     1
   171       8         13685699         13685707     2
   171      24         13685699         13685707     2
   171      40         13685699         13685707     2
   171      56         13685699         13685707     2
   171      15         13685717         13685726     0
   171      31         13685717         13685726     0
   171      47         13685717         13685726     0
   171      63         13685717         13685726     0
   171      15         13685726         13685734     1
   171      31         13685726         13685734     1
   171      47         13685726         13685734     1
   171      63         13685726         13685734     1
   171      15         13685735         13685743     2
   171      31         13685735         13685743     2
   171      47         13685735         13685743     2
   171      63         13685735         13685743     2
   171       6         13685753         13685762     0
   171      22         13685753         13685762     0
   171      38         13685753         13685762     0
   171      54         13685753         13685762     0
   171       6         13685762         13685770     1
   171      22         13685762         13685770     1
   171      38         13685762         13685770     1
   171      54         13685762         13685770     1
   171       6         13685771         13685779     2
   171      22         13685771         13685779     2
   171      38         13685771         13685779     2
   171      54         13685771         13685779     2
   171      13         13685790         13685798     0
   171      29         13685790         13685798     0
   171      45         13685790         13685798     0
   171      61         13685790         13685798     0
   171      13         13685798         13685807     1
   171      29         13685798         13685807     1
   171      45         13685798         13685807     1
   171      61         13685798         13685807     1
   171      13         13685807         13685815     2
   171      29         13685807         13685815     2
   171      45         13685807         13685815     2
   171      61         13685807         13685815     2
   171       4         13685826         13685834     0
   171      20         13685826         13685834     0
   171      36         13685826         13685834     0
   171      52         13685826         13685834     0
   171       4         13685834         13685843     1
   171      20         13685834         13685843     1
   171      36         13685834         13685843     1
   171      52         13685834         13685843     1
   171       4         13685843         13685851     2
   171      20         13685843         13685851     2
   171      36         13685843         13685851     2
   171      52         13685843         13685851     2
   171      11         13685862         13685870     0
   171      27         13685862         13685870     0
   171      43         13685862         13685870     0
   171      59         13685862         13685870     0
   171      11         13685870         13685879     1
   171      27         13685870         13685879     1
   171      43         13685870         13685879     1
   171      59         13685870         13685879     1
   171      11         13685879         13685887     2
   171      27         13685879         13685887     2
   171      43         13685879         13685887     2
   171      59         13685879         13685887     2
   171       2         13685898         13685906     0
   171      18         13685898         13685906     0
   171      34         13685898         13685906     0
   171      50         13685898         13685906     0
   171       2         13685907         13685915     1
   171      18         13685907         13685915     1
   171      34         13685907         13685915     1
   171      50         13685907         13685915     1
   171       2         13685915         13685924     2
   171      18         13685915         13685924     2
   171      34         13685915         13685924     2
   171      50         13685915         13685924     2
   171       9         13685934         13685942     0
   171      25         13685934         13685942     0
   171      41         13685934         13685942     0
   171      57         13685934         13685942     0
   171       9         13685943         13685951     1
   171      25         13685943         13685951     1
   171      41         13685943         13685951     1
   171      57         13685943         13685951     1
   171       9         13685951         13685960     2
   171      25         13685951         13685960     2
   171      41         13685951         13685960     2
   171      57         13685951         13685960     2
   172       0         13685978         13685986     0
   172      16         13685978         13685986     0
   172      32         13685978         13685986     0
   172      48         13685978         13685986     0
   172       0         13685987         13685995     1
   172      16         13685987         13685995     1
   172      32         13685987         13685995     1
   172      48         13685987         13685995     1
   172       0         13685996         13686004     2
   172      16         13685996         13686004     2
   172      32         13685996         13686004     2
   172      48         13685996         13686004     2
   172       7         13686014         13686022     0
   172      23         13686014         13686022     0
   172      39         13686014         13686022     0
   172      55         13686014         13686022     0
   172       7         13686023         13686031     1
   172      23         13686023         13686031     1
   172      39         13686023         13686031     1
   172      55         13686023         13686031     1
   172       7         13686032         13686040     2
   172      23         13686032         13686040     2
   172      39         13686032         13686040     2
   172      55         13686032         13686040     2
   172      14         13686050         13686058     0
   172      30         13686050         13686058     0
   172      46         13686050         13686058     0
   172      62         13686050         13686058     0
   172      14         13686059         13686067     1
   172      30         13686059         13686067     1
   172      46         13686059         13686067     1
   172      62         13686059         13686067     1
   172      14         13686068         13686076     2
   172      30         13686068         13686076     2
   172      46         13686068         13686076     2
   172      62         13686068         13686076     2
   172       5         13686086         13686094     0
   172      21         13686086         13686094     0
   172      37         13686086         13686094     0
   172      53         13686086         13686094     0
   172       5         13686095         13686103     1
   172      21         13686095         13686103     1
   172      37         13686095         13686103     1
   172      53         13686095         13686103     1
   172       5         13686104         13686112     2
   172      21         13686104         13686112     2
   172      37         13686104         13686112     2
   172      53         13686104         13686112     2
   172      12         13686122         13686130     0
   172      28         13686122         13686130     0
   172      44         13686122         13686130     0
   172      60         13686122         13686130     0
   172      12         13686131         13686139     1
   172      28         13686131         13686139     1
   172      44         13686131         13686139     1
   172      60         13686131         13686139     1
   172      12         13686140         13686148     2
   172      28         13686140         13686148     2
   172      44         13686140         13686148     2
   172      60         13686140         13686148     2
   172       3         13686158         13686166     0
   172      19         13686158         13686166     0
   172      35         13686158         13686166     0
   172      51         13686158         13686166     0
   172       3         13686167         13686175     1
   172      19         13686167         13686175     1
   172      35         13686167         13686175     1
   172      51         13686167         13686175     1
   172       3         13686176         13686184     2
   172      19         13686176         13686184     2
   172      35         13686176         13686184     2
   172      51         13686176         13686184     2
   172      10         13686194         13686202     0
   172      26         13686194         13686202     0
   172      42         13686194         13686202     0
   172      58         13686194         13686202     0
   172      10         13686203         13686211     1
   172      26         13686203         13686211     1
   172      42         13686203         13686211     1
   172      58         13686203         13686211     1
   172      10         13686212         13686220     2
   172      26         13686212         13686220     2
   172      42         13686212         13686220     2
   172      58         13686212         13686220     2
   172       1         13686230         13686238     0
   172      17         13686230         13686238     0
   172      33         13686230         13686238     0
   172      49         13686230         13686238     0
   172       1         13686239         13686247     1
   172      17         13686239         13686247     1
   172      33         13686239         13686247     1
   172      49         13686239         13686247     1
   172       1         13686248         13686256     2
   172      17         13686248         13686256     2
   172      33         13686248         13686256     2
   172      49         13686248         13686256     2
   172       8         13686266         13686274     0
   172      24         13686266         13686274     0
   172      40         13686266         13686274     0
   172      56         13686266         13686274     0
   172       8         13686275         13686283     1
   172      24         13686275         13686283     1
   172      40         13686275         13686283     1
   172      56         13686275         13686283     1
   172       8         13686284         13686292     2
   172      24         13686284         13686292     2
   172      40         13686284         13686292     2
   172      56         13686284         13686292     2
   172      15         13686302         13686310     0
   172      31         13686302         13686310     0
   172      47         13686302         13686310     0
   172      63         13686302         13686310     0
   172      15         13686311         13686319     1
   172      31         13686311         13686319     1
   172      47         13686311         13686319     1
   172      63         13686311         13686319     1
   172      15         13686320         13686328     2
   172      31         13686320         13686328     2
   172      47         13686320         13686328     2
   172      63         13686320         13686328     2
   172       6         13686338         13686346     0
   172      22         13686338         13686346     0
   172      38         13686338         13686346     0
   172      54         13686338         13686346     0
   172       6         13686347         13686355     1
   172      22         13686347         13686355     1
   172      38         13686347         13686355     1
   172      54         13686347         13686355     1
   172       6         13686356         13686364     2
   172      22         13686356         13686364     2
   172      38         13686356         13686364     2
   172      54         13686356         13686364     2
   172      13         13686374         13686382     0
   172      29         13686374         13686382     0
   172      45         13686374         13686382     0
   172      61         13686374         13686382     0
   172      13         13686383         13686391     1
   172      29         13686383         13686391     1
   172      45         13686383         13686391     1
   172      61         13686383         13686391     1
   172      13         13686392         13686400     2
   172      29         13686392         13686400     2
   172      45         13686392         13686400     2
   172      61         13686392         13686400     2
   172       4         13686410         13686418     0
   172      20         13686410         13686418     0
   172      36         13686410         13686418     0
   172      52         13686410         13686418     0
   172       4         13686419         13686427     1
   172      20         13686419         13686427     1
   172      36         13686419         13686427     1
   172      52         13686419         13686427     1
   172       4         13686428         13686436     2
   172      20         13686428         13686436     2
   172      36         13686428         13686436     2
   172      52         13686428         13686436     2
   172      11         13686446         13686455     0
   172      27         13686446         13686455     0
   172      43         13686446         13686455     0
   172      59         13686446         13686455     0
   172      11         13686455         13686463     1
   172      27         13686455         13686463     1
   172      43         13686455         13686463     1
   172      59         13686455         13686463     1
   172      11         13686464         13686472     2
   172      27         13686464         13686472     2
   172      43         13686464         13686472     2
   172      59         13686464         13686472     2
   172       2         13686482         13686491     0
   172      18         13686482         13686491     0
   172      34         13686482         13686491     0
   172      50         13686482         13686491     0
   172       2         13686491         13686499     1
   172      18         13686491         13686499     1
   172      34         13686491         13686499     1
   172      50         13686491         13686499     1
   172       2         13686500         13686508     2
   172      18         13686500         13686508     2
   172      34         13686500         13686508     2
   172      50         13686500         13686508     2
   172       9         13686519         13686527     0
   172      25         13686519         13686527     0
   172      41         13686519         13686527     0
   172      57         13686519         13686527     0
   172       9         13686527         13686535     1
   172      25         13686527         13686535     1
   172      41         13686527         13686535     1
   172      57         13686527         13686535     1
   172       9         13686536         13686544     2
   172      25         13686536         13686544     2
   172      41         13686536         13686544     2
   172      57         13686536         13686544     2
   173       0         13686563         13686571     0
   173      16         13686563         13686571     0
   173      32         13686563         13686571     0
   173      48         13686563         13686571     0
   173       0         13686571         13686580     1
   173      16         13686571         13686580     1
   173      32         13686571         13686580     1
   173      48         13686571         13686580     1
   173       0         13686580         13686588     2
   173      16         13686580         13686588     2
   173      32         13686580         13686588     2
   173      48         13686580         13686588     2
   173       7         13686599         13686607     0
   173      23         13686599         13686607     0
   173      39         13686599         13686607     0
   173      55         13686599         13686607     0
   173       7         13686608         13686616     1
   173      23         13686608         13686616     1
   173      39         13686608         13686616     1
   173      55         13686608         13686616     1
   173       7         13686616         13686624     2
   173      23         13686616         13686624     2
   173      39         13686616         13686624     2
   173      55         13686616         13686624     2
   173      14         13686635         13686643     0
   173      30         13686635         13686643     0
   173      46         13686635         13686643     0
   173      62         13686635         13686643     0
   173      14         13686644         13686652     1
   173      30         13686644         13686652     1
   173      46         13686644         13686652     1
   173      62         13686644         13686652     1
   173      14         13686652         13686661     2
   173      30         13686652         13686661     2
   173      46         13686652         13686661     2
   173      62         13686652         13686661     2
   173       5         13686671         13686679     0
   173      21         13686671         13686679     0
   173      37         13686671         13686679     0
   173      53         13686671         13686679     0
   173       5         13686680         13686688     1
   173      21         13686680         13686688     1
   173      37         13686680         13686688     1
   173      53         13686680         13686688     1
   173       5         13686688         13686697     2
   173      21         13686688         13686697     2
   173      37         13686688         13686697     2
   173      53         13686688         13686697     2
   173      12         13686707         13686715     0
   173      28         13686707         13686715     0
   173      44         13686707         13686715     0
   173      60         13686707         13686715     0
   173      12         13686716         13686724     1
   173      28         13686716         13686724     1
   173      44         13686716         13686724     1
   173      60         13686716         13686724     1
   173      12         13686725         13686733     2
   173      28         13686725         13686733     2
   173      44         13686725         13686733     2
   173      60         13686725         13686733     2
   173       3         13686743         13686751     0
   173      19         13686743         13686751     0
   173      35         13686743         13686751     0
   173      51         13686743         13686751     0
   173       3         13686752         13686760     1
   173      19         13686752         13686760     1
   173      35         13686752         13686760     1
   173      51         13686752         13686760     1
   173       3         13686761         13686769     2
   173      19         13686761         13686769     2
   173      35         13686761         13686769     2
   173      51         13686761         13686769     2
   173      10         13686779         13686787     0
   173      26         13686779         13686787     0
   173      42         13686779         13686787     0
   173      58         13686779         13686787     0
   173      10         13686788         13686796     1
   173      26         13686788         13686796     1
   173      42         13686788         13686796     1
   173      58         13686788         13686796     1
   173      10         13686797         13686805     2
   173      26         13686797         13686805     2
   173      42         13686797         13686805     2
   173      58         13686797         13686805     2
   173       1         13686815         13686823     0
   173      17         13686815         13686823     0
   173      33         13686815         13686823     0
   173      49         13686815         13686823     0
   173       1         13686824         13686832     1
   173      17         13686824         13686832     1
   173      33         13686824         13686832     1
   173      49         13686824         13686832     1
   173       1         13686833         13686841     2
   173      17         13686833         13686841     2
   173      33         13686833         13686841     2
   173      49         13686833         13686841     2
   173       8         13686851         13686859     0
   173      24         13686851         13686859     0
   173      40         13686851         13686859     0
   173      56         13686851         13686859     0
   173       8         13686860         13686868     1
   173      24         13686860         13686868     1
   173      40         13686860         13686868     1
   173      56         13686860         13686868     1
   173       8         13686869         13686877     2
   173      24         13686869         13686877     2
   173      40         13686869         13686877     2
   173      56         13686869         13686877     2
   173      15         13686887         13686895     0
   173      31         13686887         13686895     0
   173      47         13686887         13686895     0
   173      63         13686887         13686895     0
   173      15         13686896         13686904     1
   173      31         13686896         13686904     1
   173      47         13686896         13686904     1
   173      63         13686896         13686904     1
   173      15         13686905         13686913     2
   173      31         13686905         13686913     2
   173      47         13686905         13686913     2
   173      63         13686905         13686913     2
   173       6         13686923         13686931     0
   173      22         13686923         13686931     0
   173      38         13686923         13686931     0
   173      54         13686923         13686931     0
   173       6         13686932         13686940     1
   173      22         13686932         13686940     1
   173      38         13686932         13686940     1
   173      54         13686932         13686940     1
   173       6         13686941         13686949     2
   173      22         13686941         13686949     2
   173      38         13686941         13686949     2
   173      54         13686941         13686949     2
   173      13         13686959         13686967     0
   173      29         13686959         13686967     0
   173      45         13686959         13686967     0
   173      61         13686959         13686967     0
   173      13         13686968         13686976     1
   173      29         13686968         13686976     1
   173      45         13686968         13686976     1
   173      61         13686968         13686976     1
   173      13         13686977         13686985     2
   173      29         13686977         13686985     2
   173      45         13686977         13686985     2
   173      61         13686977         13686985     2
   173       4         13686995         13687003     0
   173      20         13686995         13687003     0
   173      36         13686995         13687003     0
   173      52         13686995         13687003     0
   173       4         13687004         13687012     1
   173      20         13687004         13687012     1
   173      36         13687004         13687012     1
   173      52         13687004         13687012     1
   173       4         13687013         13687021     2
   173      20         13687013         13687021     2
   173      36         13687013         13687021     2
   173      52         13687013         13687021     2
   173      11         13687031         13687039     0
   173      27         13687031         13687039     0
   173      43         13687031         13687039     0
   173      59         13687031         13687039     0
   173      11         13687040         13687048     1
   173      27         13687040         13687048     1
   173      43         13687040         13687048     1
   173      59         13687040         13687048     1
   173      11         13687049         13687057     2
   173      27         13687049         13687057     2
   173      43         13687049         13687057     2
   173      59         13687049         13687057     2
   173       2         13687067         13687075     0
   173      18         13687067         13687075     0
   173      34         13687067         13687075     0
   173      50         13687067         13687075     0
   173       2         13687076         13687084     1
   173      18         13687076         13687084     1
   173      34         13687076         13687084     1
   173      50         13687076         13687084     1
   173       2         13687085         13687093     2
   173      18         13687085         13687093     2
   173      34         13687085         13687093     2
   173      50         13687085         13687093     2
   173       9         13687103         13687111     0
   173      25         13687103         13687111     0
   173      41         13687103         13687111     0
   173      57         13687103         13687111     0
   173       9         13687112         13687120     1
   173      25         13687112         13687120     1
   173      41         13687112         13687120     1
   173      57         13687112         13687120     1
   173       9         13687121         13687129     2
   173      25         13687121         13687129     2
   173      41         13687121         13687129     2
   173      57         13687121         13687129     2
   174       0         13687147         13687156     0
   174      16         13687147         13687156     0
   174      32         13687147         13687156     0
   174      48         13687147         13687156     0
   174       0         13687156         13687164     1
   174      16         13687156         13687164     1
   174      32         13687156         13687164     1
   174      48         13687156         13687164     1
   174       0         13687165         13687173     2
   174      16         13687165         13687173     2
   174      32         13687165         13687173     2
   174      48         13687165         13687173     2
   174       7         13687183         13687192     0
   174      23         13687183         13687192     0
   174      39         13687183         13687192     0
   174      55         13687183         13687192     0
   174       7         13687192         13687200     1
   174      23         13687192         13687200     1
   174      39         13687192         13687200     1
   174      55         13687192         13687200     1
   174       7         13687201         13687209     2
   174      23         13687201         13687209     2
   174      39         13687201         13687209     2
   174      55         13687201         13687209     2
   174      14         13687219         13687228     0
   174      30         13687219         13687228     0
   174      46         13687219         13687228     0
   174      62         13687219         13687228     0
   174      14         13687228         13687236     1
   174      30         13687228         13687236     1
   174      46         13687228         13687236     1
   174      62         13687228         13687236     1
   174      14         13687237         13687245     2
   174      30         13687237         13687245     2
   174      46         13687237         13687245     2
   174      62         13687237         13687245     2
   174       5         13687256         13687264     0
   174      21         13687256         13687264     0
   174      37         13687256         13687264     0
   174      53         13687256         13687264     0
   174       5         13687264         13687273     1
   174      21         13687264         13687273     1
   174      37         13687264         13687273     1
   174      53         13687264         13687273     1
   174       5         13687273         13687281     2
   174      21         13687273         13687281     2
   174      37         13687273         13687281     2
   174      53         13687273         13687281     2
   174      12         13687292         13687300     0
   174      28         13687292         13687300     0
   174      44         13687292         13687300     0
   174      60         13687292         13687300     0
   174      12         13687300         13687309     1
   174      28         13687300         13687309     1
   174      44         13687300         13687309     1
   174      60         13687300         13687309     1
   174      12         13687309         13687317     2
   174      28         13687309         13687317     2
   174      44         13687309         13687317     2
   174      60         13687309         13687317     2
   174       3         13687328         13687336     0
   174      19         13687328         13687336     0
   174      35         13687328         13687336     0
   174      51         13687328         13687336     0
   174       3         13687336         13687345     1
   174      19         13687336         13687345     1
   174      35         13687336         13687345     1
   174      51         13687336         13687345     1
   174       3         13687345         13687353     2
   174      19         13687345         13687353     2
   174      35         13687345         13687353     2
   174      51         13687345         13687353     2
   174      10         13687364         13687372     0
   174      26         13687364         13687372     0
   174      42         13687364         13687372     0
   174      58         13687364         13687372     0
   174      10         13687373         13687381     1
   174      26         13687373         13687381     1
   174      42         13687373         13687381     1
   174      58         13687373         13687381     1
   174      10         13687381         13687390     2
   174      26         13687381         13687390     2
   174      42         13687381         13687390     2
   174      58         13687381         13687390     2
   174       1         13687400         13687408     0
   174      17         13687400         13687408     0
   174      33         13687400         13687408     0
   174      49         13687400         13687408     0
   174       1         13687409         13687417     1
   174      17         13687409         13687417     1
   174      33         13687409         13687417     1
   174      49         13687409         13687417     1
   174       1         13687417         13687426     2
   174      17         13687417         13687426     2
   174      33         13687417         13687426     2
   174      49         13687417         13687426     2
   174       8         13687436         13687444     0
   174      24         13687436         13687444     0
   174      40         13687436         13687444     0
   174      56         13687436         13687444     0
   174       8         13687445         13687453     1
   174      24         13687445         13687453     1
   174      40         13687445         13687453     1
   174      56         13687445         13687453     1
   174       8         13687453         13687462     2
   174      24         13687453         13687462     2
   174      40         13687453         13687462     2
   174      56         13687453         13687462     2
   174      15         13687472         13687480     0
   174      31         13687472         13687480     0
   174      47         13687472         13687480     0
   174      63         13687472         13687480     0
   174      15         13687481         13687489     1
   174      31         13687481         13687489     1
   174      47         13687481         13687489     1
   174      63         13687481         13687489     1
   174      15         13687490         13687498     2
   174      31         13687490         13687498     2
   174      47         13687490         13687498     2
   174      63         13687490         13687498     2
   174       6         13687508         13687516     0
   174      22         13687508         13687516     0
   174      38         13687508         13687516     0
   174      54         13687508         13687516     0
   174       6         13687517         13687525     1
   174      22         13687517         13687525     1
   174      38         13687517         13687525     1
   174      54         13687517         13687525     1
   174       6         13687526         13687534     2
   174      22         13687526         13687534     2
   174      38         13687526         13687534     2
   174      54         13687526         13687534     2
   174      13         13687544         13687552     0
   174      29         13687544         13687552     0
   174      45         13687544         13687552     0
   174      61         13687544         13687552     0
   174      13         13687553         13687561     1
   174      29         13687553         13687561     1
   174      45         13687553         13687561     1
   174      61         13687553         13687561     1
   174      13         13687562         13687570     2
   174      29         13687562         13687570     2
   174      45         13687562         13687570     2
   174      61         13687562         13687570     2
   174       4         13687580         13687588     0
   174      20         13687580         13687588     0
   174      36         13687580         13687588     0
   174      52         13687580         13687588     0
   174       4         13687589         13687597     1
   174      20         13687589         13687597     1
   174      36         13687589         13687597     1
   174      52         13687589         13687597     1
   174       4         13687598         13687606     2
   174      20         13687598         13687606     2
   174      36         13687598         13687606     2
   174      52         13687598         13687606     2
   174      11         13687616         13687624     0
   174      27         13687616         13687624     0
   174      43         13687616         13687624     0
   174      59         13687616         13687624     0
   174      11         13687625         13687633     1
   174      27         13687625         13687633     1
   174      43         13687625         13687633     1
   174      59         13687625         13687633     1
   174      11         13687634         13687642     2
   174      27         13687634         13687642     2
   174      43         13687634         13687642     2
   174      59         13687634         13687642     2
   174       2         13687652         13687660     0
   174      18         13687652         13687660     0
   174      34         13687652         13687660     0
   174      50         13687652         13687660     0
   174       2         13687661         13687669     1
   174      18         13687661         13687669     1
   174      34         13687661         13687669     1
   174      50         13687661         13687669     1
   174       2         13687670         13687678     2
   174      18         13687670         13687678     2
   174      34         13687670         13687678     2
   174      50         13687670         13687678     2
   174       9         13687688         13687696     0
   174      25         13687688         13687696     0
   174      41         13687688         13687696     0
   174      57         13687688         13687696     0
   174       9         13687697         13687705     1
   174      25         13687697         13687705     1
   174      41         13687697         13687705     1
   174      57         13687697         13687705     1
   174       9         13687706         13687714     2
   174      25         13687706         13687714     2
   174      41         13687706         13687714     2
   174      57         13687706         13687714     2
   175       0         13687732         13687740     0
   175      16         13687732         13687740     0
   175      32         13687732         13687740     0
   175      48         13687732         13687740     0
   175       0         13687741         13687749     1
   175      16         13687741         13687749     1
   175      32         13687741         13687749     1
   175      48         13687741         13687749     1
   175       0         13687750         13687758     2
   175      16         13687750         13687758     2
   175      32         13687750         13687758     2
   175      48         13687750         13687758     2
   175       7         13687768         13687776     0
   175      23         13687768         13687776     0
   175      39         13687768         13687776     0
   175      55         13687768         13687776     0
   175       7         13687777         13687785     1
   175      23         13687777         13687785     1
   175      39         13687777         13687785     1
   175      55         13687777         13687785     1
   175       7         13687786         13687794     2
   175      23         13687786         13687794     2
   175      39         13687786         13687794     2
   175      55         13687786         13687794     2
   175      14         13687804         13687812     0
   175      30         13687804         13687812     0
   175      46         13687804         13687812     0
   175      62         13687804         13687812     0
   175      14         13687813         13687821     1
   175      30         13687813         13687821     1
   175      46         13687813         13687821     1
   175      62         13687813         13687821     1
   175      14         13687822         13687830     2
   175      30         13687822         13687830     2
   175      46         13687822         13687830     2
   175      62         13687822         13687830     2
   175       5         13687840         13687848     0
   175      21         13687840         13687848     0
   175      37         13687840         13687848     0
   175      53         13687840         13687848     0
   175       5         13687849         13687857     1
   175      21         13687849         13687857     1
   175      37         13687849         13687857     1
   175      53         13687849         13687857     1
   175       5         13687858         13687866     2
   175      21         13687858         13687866     2
   175      37         13687858         13687866     2
   175      53         13687858         13687866     2
   175      12         13687876         13687885     0
   175      28         13687876         13687885     0
   175      44         13687876         13687885     0
   175      60         13687876         13687885     0
   175      12         13687885         13687893     1
   175      28         13687885         13687893     1
   175      44         13687885         13687893     1
   175      60         13687885         13687893     1
   175      12         13687894         13687902     2
   175      28         13687894         13687902     2
   175      44         13687894         13687902     2
   175      60         13687894         13687902     2
   175       3         13687912         13687921     0
   175      19         13687912         13687921     0
   175      35         13687912         13687921     0
   175      51         13687912         13687921     0
   175       3         13687921         13687929     1
   175      19         13687921         13687929     1
   175      35         13687921         13687929     1
   175      51         13687921         13687929     1
   175       3         13687930         13687938     2
   175      19         13687930         13687938     2
